,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol
INSIG1,1639.2228885778698,-0.6890570085948203,0.11113159430156308,-6.200370047108454,5.633055600938549e-10,1.475752239453574e-07,INSIG1
SH3PXD2A,772.4668190388173,-0.7087813799322529,0.11514865409069705,-6.155359656865636,7.490730467580311e-10,1.9254003992423885e-07,SH3PXD2A
BRWD3,1512.181583485519,-0.5938382084791565,0.09684447298397314,-6.131875058863,8.684930105581226e-10,2.1910148671913525e-07,BRWD3
ENSG00000235523,25.222736710761822,3.508860181043361,0.5737705671746294,6.115441226484915,9.629016703618823e-10,2.385019900970895e-07,ENSG00000235523
KIAA0040,2389.2193425165256,-0.6282271532847413,0.10301227643443125,-6.098565870298154,1.0702429499500777e-09,2.603557090566055e-07,KIAA0040
CCNG2,1170.4297876949793,-0.7181873814955594,0.11881430067753129,-6.0446207013813975,1.4976190216306205e-09,3.579309461697183e-07,CCNG2
ODAD2,333.1589296545546,-0.8515057073587525,0.14148131284277563,-6.0185030111008935,1.7603744000335026e-09,4.134755250285587e-07,ODAD2
PTAFR,170.35737851471188,1.0969780047532276,0.182792442169057,6.001221887164673,1.9583815025059466e-09,4.521869696379409e-07,PTAFR
NECTIN1,1133.9736754670764,0.6151807128459078,0.10280544978361685,5.983930950554953,2.178156819723284e-09,4.8960043597433e-07,NECTIN1
DDB2,1784.9296449808905,0.5845759008413469,0.09770814891258885,5.982877655008254,2.1922943987692965e-09,4.8960043597433e-07,DDB2
ANGPTL4,1205.7897243646769,-0.8999157039485216,0.1509459240216373,-5.96184169782235,2.494107146438104e-09,5.480197041278434e-07,ANGPTL4
SLC27A4,785.5333118489598,0.7196697663270387,0.121971233821956,5.900323738444394,3.627890081323731e-09,7.84488040918622e-07,SLC27A4
GPATCH4,526.0271289298881,0.7165359163515186,0.1218460330199065,5.880666761095579,4.086170910283898e-09,8.697797861062116e-07,GPATCH4
PSTPIP2,867.2100577032197,0.5814620394184806,0.10008871481820683,5.809466536508157,6.267221897910405e-09,1.3135132910035915e-06,PSTPIP2
APOBEC3C,1805.2303156974233,0.5491883274959418,0.09500765303577148,5.780464098920179,7.449483441625902e-09,1.5376411049283281e-06,APOBEC3C
TIPARP,4644.443033388101,0.4906131274965132,0.08521415909775983,5.757413236146231,8.541264409299474e-09,1.7366812693714438e-06,TIPARP
CES2,895.4708935933495,0.682062916250902,0.11887793214246153,5.737506566260995,9.608055587139573e-09,1.92486090093533e-06,CES2
RINL,988.9179504179036,0.7312701733697273,0.12753536646902036,5.7338618582113865,9.816929694751063e-09,1.938203380168025e-06,RINL
KDM3A,2926.072790378384,-0.8372270880185885,0.14635590786344255,-5.720487134689251,1.0621907141090461e-08,2.067174871186791e-06,KDM3A
RSBN1,628.7984982947671,-0.6737154489347152,0.11792606957522753,-5.713032337645561,1.1098057948780293e-08,2.129420330087802e-06,RSBN1
PTCH1,315.1289607585939,-0.920879633109901,0.16177503128055282,-5.692347118220592,1.2530478104013985e-08,2.370870877930313e-06,PTCH1
MBOAT1,526.4744533772815,-0.8345508465092994,0.14735641792617385,-5.663484890949322,1.4832923682839718e-08,2.7680673881003494e-06,MBOAT1
TGFA,2634.9240908773686,0.5706061539471304,0.10083871332310468,5.658602089842317,1.5261092555141913e-08,2.7795623510734263e-06,TGFA
TNFRSF10C,261.4992863633818,0.9240647365920204,0.16331610684706518,5.658135957510586,1.5302589468583056e-08,2.7795623510734263e-06,TNFRSF10C
WNT9A,543.1917081515636,0.9228058459222946,0.16339701005208873,5.6476299390552915,1.6267487383522108e-08,2.915947113496338e-06,WNT9A
RLF,1545.0926684978028,-0.558780741626253,0.09918870360604612,-5.633511895120606,1.765763323582617e-08,3.1240251632683104e-06,RLF
ADORA2B,1287.6350528211353,0.8279159734705128,0.1474473413347097,5.614994247954053,1.965687840395551e-08,3.433149416629307e-06,ADORA2B
FUT11,1102.3051810932477,-0.9573076138608467,0.17120971959000267,-5.5914326368463145,2.2520366462499054e-08,3.883480409096514e-06,FUT11
COL17A1,369.11271800878376,1.261918262595595,0.22610632364184333,5.581083457862493,2.3902490825387747e-08,4.070295406428216e-06,COL17A1
BLOC1S2,834.5462946969986,0.6123033985061782,0.1101455969256464,5.559036544325168,2.7126790030060453e-08,4.562324204685353e-06,BLOC1S2
CYP1B1,194.55030415898514,1.122330547402038,0.20280944555877495,5.53391655063118,3.131580095262353e-08,5.202623858263297e-06,CYP1B1
HNRNPAB,3266.965495534201,0.41956700793234053,0.07587080323216962,5.530019323091098,3.201955153303324e-08,5.2554500064399015e-06,HNRNPAB
TRNP1,2020.7342307155816,0.6049696071005494,0.10963833091005283,5.517865896707838,3.431411128597053e-08,5.56501354819972e-06,TRNP1
ADAMTS7,604.9675651592826,0.6993701592818413,0.12707901462977655,5.503427621935371,3.724774863980316e-08,5.96971858494163e-06,ADAMTS7
KITLG,13572.519639070852,-0.4619146929945652,0.08449708091679502,-5.466634917831262,4.586593494553051e-08,7.2654840902670015e-06,KITLG
IRAG1,266.7510600459696,0.9067372080382593,0.16593830063058715,5.464303325950307,4.6472830014507094e-08,7.277004175719886e-06,IRAG1
PCSK7,687.7689262351419,0.7141183026305855,0.13074607935932292,5.461871637986251,4.7114070670600104e-08,7.293579372108923e-06,PCSK7
GAS6,1954.3424736107254,0.6631668770714529,0.12238729020546535,5.418592698295059,6.006999136479075e-08,9.194758341152185e-06,GAS6
LRP1,1452.7462790997424,-0.8028847081504308,0.1482972846012049,-5.4140216411211854,6.162471329081689e-08,9.327927435119985e-06,LRP1
TMEM250,772.617414186043,0.6015536965402615,0.11116925524184228,5.411151628493114,6.262071959378095e-08,9.374528165121734e-06,TMEM250
ANKRD52,2780.9495719041206,0.48852175925543845,0.09082933407031041,5.378458008700987,7.512649913343738e-08,1.1124438018421929e-05,ANKRD52
HELZ,3825.0692559159056,-0.7080543288186656,0.13172333993265029,-5.375314118065115,7.644928487041125e-08,1.1198587180533466e-05,HELZ
LAMA3,503.2204716000074,1.0155964535119282,0.18999080475608546,5.345503193250715,9.016620829742382e-08,1.306738569825324e-05,LAMA3
MXI1,2323.851925157151,-0.6410353949535609,0.12038063958797265,-5.325070519210028,1.0091388159227179e-07,1.4471050620331776e-05,MXI1
TRIAP1,698.8657483051588,0.6018266068599601,0.11350741832241751,5.302090521964593,1.144840452998348e-07,1.6246001553329683e-05,TRIAP1
IQCN,463.71668665786564,0.6749466324389987,0.12786802198673652,5.278463074286153,1.302719104794322e-07,1.8295816870735103e-05,IQCN
F3,1689.1937115265227,0.5702902538683033,0.10819989262750292,5.270709979645058,1.3589705667344792e-07,1.8891077582269194e-05,F3
PTMAP5,2299.886587123135,-0.4310944199617903,0.08184389164986017,-5.267276656467824,1.384624599916078e-07,1.9053273661269422e-05,PTMAP5
MEAK7,1568.6713453634632,0.5060431594070939,0.09610756702925213,5.2653831019681325,1.3989731492363948e-07,1.9058211212047404e-05,MEAK7
LRRK1,838.0674203985019,0.5676823441883336,0.10809652347310796,5.2516244366504585,1.5076362622240261e-07,2.0175012026093635e-05,LRRK1
PNRC1,902.8568638505303,-0.6703383956156516,0.1276527148048254,-5.251266270682651,1.510571259386002e-07,2.0175012026093635e-05,PNRC1
OPLAH,1016.5757872344519,0.5583357851683083,0.10643180361178922,5.245948731685899,1.554801371520227e-07,2.056413503322335e-05,OPLAH
HDAC5,2049.6110418360263,-0.43840640042970574,0.08369955409902763,-5.237858255624793,1.6245074809039405e-07,2.087798623807017e-05,HDAC5
RRP36,587.128786480333,0.6660180447995844,0.1270736919201171,5.241195362595322,1.5953969429951452e-07,2.087798623807017e-05,RRP36
INPP1,610.7881949993729,0.6578180004665971,0.1255847493397715,5.238040478042921,1.622904731888286e-07,2.087798623807017e-05,INPP1
PROM2,701.8227726417471,0.7243939980190097,0.13835104953579117,5.235912560472555,1.641716668366328e-07,2.0901968386125688e-05,PROM2
PLEC,51092.8422325773,0.3876552932884435,0.07414434120823182,5.228386778698687,1.7099549794616254e-07,2.1569182115931225e-05,PLEC
FLOT1,1708.6551926323637,-0.4470829809628869,0.08558718165183846,-5.223714256436009,1.7536933277432764e-07,2.191794881086849e-05,FLOT1
CDKN1C,426.3266430904512,-0.9599756201726741,0.18387781240757492,-5.22072569606624,1.7822335706963513e-07,2.207215266690581e-05,CDKN1C
LIMA1,3115.521211979752,0.7497294203626482,0.14392429561969297,5.209192910304323,1.8966383797411032e-07,2.327739157406581e-05,LIMA1
ZIC2,480.183023123117,-0.6307857958352562,0.12158625144324896,-5.1879697609534325,2.1259911398276468e-07,2.58592654445286e-05,ZIC2
MDM2,4658.526603431817,0.45501640232422413,0.08783360303905428,5.180436491053497,2.2136728786799697e-07,2.6687491704652415e-05,MDM2
PAQR5,1303.511985286294,-0.48817411014664736,0.0942840903329596,-5.177693377776511,2.2464604363747338e-07,2.684520221467807e-05,PAQR5
TRIM35,590.4184831667973,0.6605780365270928,0.1277442638536691,5.171097445782647,2.3272316129485742e-07,2.7568588054955155e-05,TRIM35
KLK6,1044.5936678848454,0.7415943536734818,0.1437392577918972,5.159302789410162,2.478711611326287e-07,2.9109903690601732e-05,KLK6
AMOTL2,3183.6624309164035,0.7475064419182466,0.14530062111692124,5.14455090537252,2.681615329901476e-07,3.122362875149385e-05,AMOTL2
TNFRSF12A,2809.921521413848,0.5951169515885064,0.11580491801054367,5.138960950987616,2.7626179525037586e-07,3.1894190141490426e-05,TNFRSF12A
OSR2,201.7714622037614,-1.2239299920990507,0.2386841264873544,-5.127823161562004,2.931115653949762e-07,3.355511643172908e-05,OSR2
DNAI3,57.12220777598551,1.704347077248269,0.33298959294940667,5.118319350921042,3.08270309046941e-07,3.4996386834553974e-05,DNAI3
SUSD2,165.6964369230713,-1.7007716220429037,0.3325352012078458,-5.11456115282022,3.14471201409256e-07,3.540529898180408e-05,SUSD2
SFN,7244.370488928679,0.36279989605259105,0.07103303215776764,5.107481477727092,3.264810886109368e-07,3.645616287005567e-05,SFN
RNF217,1350.7895414542518,-0.6007770398052755,0.11773316205797615,-5.102870162524224,3.3454053158070445e-07,3.705240375385314e-05,RNF217
PDE12,987.7295360027366,0.5115429439510708,0.10043939092861172,5.093051035272157,3.523468026393453e-07,3.870984268028871e-05,PDE12
ENSG00000269968,215.484772318623,-1.3007921424048683,0.25581902595230405,-5.0848139131269825,3.679866778470395e-07,4.010466009848175e-05,ENSG00000269968
ZFP64,453.1933332269946,-0.608081669237378,0.11969171897186737,-5.080398831771337,3.766432763858929e-07,4.072231233496047e-05,ZFP64
ACER2,177.5756628388344,1.009173284416185,0.19882600523251648,5.0756604159300505,3.8615241059391315e-07,4.142168731906204e-05,ACER2
SOCS4,1151.7642729787822,0.5433763484372376,0.10712085099224398,5.072554441119782,3.9251079085527507e-07,4.177480081110478e-05,SOCS4
CENATAC,594.3688988622526,0.6736835218028828,0.13298343273481894,5.065920678602643,4.064311424502399e-07,4.292101902015208e-05,CENATAC
MARS2,362.0987715852359,0.733008261249672,0.1450380577119942,5.053902905299692,4.3287173022181407e-07,4.5015355578715826e-05,MARS2
ETS1,666.9186331656928,0.5750019488504997,0.11377204633085461,5.053982655619696,4.3269091942700354e-07,4.5015355578715826e-05,ETS1
INSIG2,1083.619807648832,-0.7431222049610533,0.14720256919263716,-5.048296432846657,4.4576711015256286e-07,4.600519198188154e-05,INSIG2
LANCL3,100.60130024416544,-1.2268882168188766,0.243270935260436,-5.043299626013358,4.5757189388122224e-07,4.686843541611948e-05,LANCL3
PPRC1,3560.991223008916,0.43881723499352543,0.08707162263885485,5.0397273152195465,4.6619560760833115e-07,4.704431675887626e-05,PPRC1
GPAT3,950.8397619360094,0.5834352320916751,0.11575290505764965,5.0403506659388,4.646796048286592e-07,4.704431675887626e-05,GPAT3
EPS8L2,4882.719203484324,0.43183765884777464,0.08580679626612593,5.032674305989114,4.836844791589127e-07,4.811692612328718e-05,EPS8L2
CHPF2,555.1502873676864,0.7504433993707673,0.14911663867867997,5.032593317690324,4.838889289356488e-07,4.811692612328718e-05,CHPF2
IFFO2,1226.5989980855668,0.8697003301392515,0.173482657337814,5.013183124384174,5.353690040409325e-07,5.2850231464127715e-05,IFFO2
DHRS2,155.0515433631874,-1.0062431331658341,0.20097272331021698,-5.006864198245549,5.532393025972157e-07,5.3075908586492036e-05,DHRS2
FKRP,405.2283955758821,0.6455800032997061,0.1288861960735438,5.008915019350338,5.473773397173051e-07,5.3075908586492036e-05,FKRP
PPM1D,904.6369603514577,0.4972928165326198,0.09931969507753478,5.006990971371829,5.528751924648335e-07,5.3075908586492036e-05,PPM1D
SAT1,7229.1437045294515,-0.3865443985532494,0.07716279157879558,-5.009466229050639,5.458120292365047e-07,5.3075908586492036e-05,SAT1
TSC22D3,233.43376477348363,-0.9318686386116697,0.18622219949393096,-5.004068479182792,5.613280165119639e-07,5.3475325656940446e-05,TSC22D3
MT-RNR2,232810.26565970786,-0.49464722767699765,0.09906618111407402,-4.993098776134459,5.941814916764305e-07,5.54420168569042e-05,MT-RNR2
CTPS1,984.9798511733267,0.5904819398156356,0.11822705948074509,4.994473705165641,5.899642862042537e-07,5.54420168569042e-05,CTPS1
DYNC2I1,797.3527166081132,-0.6939052945539372,0.13894504961656484,-4.994098720816973,5.911115742842909e-07,5.54420168569042e-05,DYNC2I1
SLC12A4,1427.5487366964242,0.4270508037674948,0.08559657953219577,4.989110617520255,6.065790758460437e-07,5.621378741667111e-05,SLC12A4
NEBL,958.050966582388,-0.6933158647637886,0.1391578708272454,-4.982225300245438,6.285718740345279e-07,5.785834216197549e-05,NEBL
RNF145,1730.5695162047575,-0.43601897671855944,0.08754727068299321,-4.980383435337177,6.345841571622903e-07,5.801973136256296e-05,RNF145
PLK2,3050.660422244356,0.510434809326138,0.10263020696343464,4.973533859363618,6.574328459459971e-07,5.970805106881545e-05,PLK2
DBNL,787.6901850686171,0.5160328524188704,0.1040737347302091,4.958338948406004,7.109844202067599e-07,6.414397851971317e-05,DBNL
ZNF292,2899.3216845067805,-0.7708187744377611,0.15570690151513428,-4.950447070342864,7.404319314795724e-07,6.636121185885668e-05,ZNF292
LYNX1,122.82515192604056,1.732144181258559,0.35069663059462,4.93915261838028,7.846278624889303e-07,6.971183932930724e-05,LYNX1
TFDP1,2412.4553353405704,0.3952066783306129,0.08002883558358002,4.938303493343588,7.880513291281887e-07,6.971183932930724e-05,TFDP1
RRM2B,2402.176057280465,0.7106808408209374,0.14483977707896828,4.906668976944546,9.263618194897476e-07,8.14182391413473e-05,RRM2B
TMEM144,508.88454675025196,-0.6768077311050534,0.13801052018907753,-4.904029998421943,9.38901411734815e-07,8.199137135938067e-05,TMEM144
LOXL4,86.83161906988342,1.1866210398591412,0.24203672286286648,4.902648762648545,9.455295972123536e-07,8.204426562308213e-05,LOXL4
CYP24A1,3507.188835204182,0.4341846592007053,0.0887343846366157,4.893082438997855,9.926879958650354e-07,8.559106688398339e-05,CYP24A1
ZNF469,584.4708920344348,0.8482310444253274,0.17400242222440485,4.874823198331075,1.089059481736115e-06,9.314270475095105e-05,ZNF469
KLHL18,541.8596185145111,0.5656502182685909,0.11605606680444253,4.873939241984877,1.0939464699517117e-06,9.314270475095105e-05,KLHL18
AXL,2342.3325643403678,0.6009726310624205,0.12416176999982113,4.840238916240371,1.2968312654335115e-06,0.00010973125670186786,AXL
ITGA2,3400.79287989826,0.6563150740332805,0.13571382876842752,4.83602209140507,1.3246320670976965e-06,0.00011139174475353038,ITGA2
NFKB2,3687.451414945767,-0.4007327038860645,0.08303486351627316,-4.82607770900387,1.392481938423106e-06,0.00011637902728305505,NFKB2
EME2,1003.8408077970826,0.5503032238843822,0.11406792743495203,4.8243466525522365,1.4046293678852741e-06,0.00011667845047988469,EME2
PSKH1,404.0510149999938,0.7160855272246037,0.14863931135485436,4.817605253263421,1.4529145278215133e-06,0.00011923526875007515,PSKH1
IFITM3,4569.968987058397,-0.528003613943678,0.10958063169107998,-4.818402721314649,1.4471205152048868e-06,0.00011923526875007515,IFITM3
CEP170B,3217.8229270987927,0.5012978093953175,0.10413392661705786,4.81397202315044,1.4795953062757572e-06,0.00012069776561314156,CEP170B
H1-0,21363.676082717226,-0.32576031417071055,0.0677505023877199,-4.8082346652791195,1.5226896041872597e-06,0.00012347381236811332,H1-0
PLCXD2,356.8767946883754,0.7096136458610484,0.1479639186075079,4.795855993401905,1.6198162110204884e-06,0.00013057252214634387,PLCXD2
NGLY1,915.0078671037858,-0.7005619845107921,0.1462259504603043,-4.790955246353297,1.659891508913392e-06,0.00013301589427015963,NGLY1
ZNF160,1037.4913857177316,-0.6278636614874273,0.13140526874303304,-4.778070677784112,1.7698517488580978e-06,0.00014099818932569513,ZNF160
MYPN,42.97576722869045,1.7309076740221234,0.36321127587583546,4.765567010132796,1.8832329372547197e-06,0.0001491586180477968,MYPN
NOL6,836.5691249895291,0.5833022232811638,0.12253117268992833,4.760439408812655,1.931719230614518e-06,0.00015211451490555826,NOL6
CD22,203.1015529991574,1.1066995090828697,0.2330838045891047,4.748075530317654,2.0536134911166708e-06,0.00016078377350277245,CD22
ZBTB10,1034.060827299596,-0.7345069960293958,0.15494636808802156,-4.74039504825398,2.1330191902022292e-06,0.00016604640244642838,ZBTB10
BDNF,422.60474038493777,0.8172798846619419,0.17288033416032475,4.7274311947130885,2.273780749612912e-06,0.00017599838154532216,BDNF
MLPH,2863.8368284561943,0.3920570884133601,0.0830504225720684,4.720711542113419,2.35021039276811e-06,0.00018088653209423708,MLPH
ZC3H6,509.47793112710133,-0.5816715856682241,0.12349179178586832,-4.7102044375291605,2.4746843498847556e-06,0.00018939676909258442,ZC3H6
CUEDC1,1696.2466558851909,0.4081610468417801,0.08706511701508084,4.687997453343813,2.758914510192327e-06,0.0002099703484488831,CUEDC1
ESRP2,1234.399770214487,0.4611728502333404,0.0985273069743705,4.6806602595288975,2.8595247680981656e-06,0.00021641836619889617,ESRP2
VCAN,9911.867310604537,0.4513052133391597,0.09701407577630569,4.651956014916596,3.2880122241748348e-06,0.0002474728758559877,VCAN
EPN3,445.7767501534313,0.6241143184299012,0.13430819417497275,4.646881914120768,3.3698993917844467e-06,0.00025224252425428307,EPN3
RPUSD1,888.8575596991768,0.49516183230255373,0.10660490553429706,4.644831584633313,3.403539896848053e-06,0.0002533684372391313,RPUSD1
DNMBP,4605.701708276819,0.3533630902788745,0.07610229346388574,4.643264666478976,3.429465746948524e-06,0.00025391093407978123,DNMBP
NDUFAF8,604.975674933456,0.5827444128323338,0.12564691346975776,4.637952471252674,3.5187767388064285e-06,0.00025911511087978363,NDUFAF8
KLK5,67.39965922613214,1.2331877850116164,0.2661077841683262,4.634166523409796,3.5837843195047464e-06,0.00026248329991727503,KLK5
SDC1,577.6289019549419,0.5549355452558659,0.11988994433820077,4.628708006489962,3.679541551047176e-06,0.0002680555858284261,SDC1
VSNL1,330.1218171519727,-0.7878882256378498,0.1703618883246308,-4.624791573902374,3.7497526653591413e-06,0.0002717174497882318,VSNL1
RSF1,1937.1255765183341,-0.38607692671529914,0.08350449067253182,-4.623427118780047,3.7745139748589326e-06,0.0002720645707910224,RSF1
SGMS2,1256.3482839996059,0.5494579120094901,0.1189497780647762,4.6192428514685675,3.851428684959514e-06,0.0002761474367115972,SGMS2
JMJD4,195.58115166749758,0.9017089188274772,0.19546081453373437,4.613246501496863,3.964276836358671e-06,0.0002812778299047613,JMJD4
RUNDC3B,146.79294952050844,-0.9840146135904024,0.2132719020301953,-4.613897115481647,3.951881028034502e-06,0.0002812778299047613,RUNDC3B
PKD1,4209.841444232876,-0.3778960014454732,0.08216679348149616,-4.599132878789712,4.242531219842129e-06,0.000299461154445126,PKD1
BLCAP,734.3322317697126,0.4674038960916066,0.10178459654400461,4.5920887045962155,4.3883176068812265e-06,0.0003081549008172317,BLCAP
NRIP1,1415.3772064763014,0.44328721094147316,0.09658328147326875,4.589688858978779,4.439072017802067e-06,0.0003101204005052183,NRIP1
NAA80,327.47825301339213,-0.6930387656241799,0.15116504378618062,-4.584649653556591,4.547482841496307e-06,0.00031567408877626634,NAA80
RAP1GAP,748.0084851885666,-0.5662659209931002,0.12353499539572978,-4.583850261856037,4.564911949565035e-06,0.00031567408877626634,RAP1GAP
CSRNP2,727.4516227164078,0.5267653099865022,0.11510141547832486,4.576531989614837,4.727474471854687e-06,0.00032201192365038196,CSRNP2
FHL2,2208.92009161121,0.8073465159020932,0.17638914077014053,4.577076073828022,4.7152002578612815e-06,0.00032201192365038196,FHL2
CPA4,1922.0678340737313,0.7960746634101253,0.17387768922694072,4.5783600354333505,4.686355750618091e-06,0.00032201192365038196,CPA4
OGFOD1,736.6839157197605,0.49585562573229364,0.10849336796414985,4.570377296206182,4.8684691155087e-06,0.0003299659440824628,OGFOD1
PTPN1,2085.808574131131,0.3582525171690277,0.07851882040262868,4.562632440629915,5.0516207278456484e-06,0.00034068430284871914,PTPN1
DPYSL2,882.9769241049298,-0.47233940388244666,0.1035872010772993,-4.559823983756212,5.119651456113785e-06,0.0003435714866336852,DPYSL2
PLXNB3,206.98664831477916,0.8594619632095923,0.1887655274860712,4.553066307475082,5.286960005493366e-06,0.00035133783490163965,PLXNB3
CBARP,498.86955085808177,0.6378631720367058,0.14008748676717814,4.553320119853519,5.280582512417488e-06,0.00035133783490163965,CBARP
ZNF48,403.60759072465703,0.5911682611708179,0.13001745313886975,4.546837727542621,5.445795293147578e-06,0.0003601362586337352,ZNF48
RCOR2,362.1079916255428,-0.7867977449282919,0.1732548437944553,-4.541274158324409,5.591526254004841e-06,0.00036789351942375986,RCOR2
ZBTB41,1268.091982964942,-0.46849655917354066,0.10318598584397866,-4.540311897411401,5.617107248046837e-06,0.00036789351942375986,ZBTB41
PEG10,247.46813407823495,-0.7240064549595417,0.1598338620136554,-4.529743859268609,5.9055237154921975e-06,0.0003849327730916278,PEG10
URB2,566.9953594188692,0.6216387763475608,0.13734907485612,4.525977164380309,6.011707165229392e-06,0.0003899880319615238,URB2
DKK1,3049.744172898901,0.3884566788348301,0.0858736692526742,4.523583098468022,6.080143190832387e-06,0.0003925582497095242,DKK1
RNF207,1890.4035622000408,0.43057628366089157,0.09533247252013774,4.516575226452224,6.28477969185393e-06,0.0004038563855760665,RNF207
UPRT,230.5649143691741,-0.7573233683365636,0.16781533994628497,-4.51283755453447,6.396601491237213e-06,0.00040911221650293217,UPRT
SLCO4A1,3329.3018734999005,-0.6207693681857857,0.13766532843334908,-4.509264425910495,6.505278532266459e-06,0.0004141187357246073,SLCO4A1
SNX19,887.6545855263083,0.6793765491025985,0.1507029972058497,4.508049353355712,6.542635920804628e-06,0.00041455967046102996,SNX19
CFLAR,2247.7236675157246,0.47576379513326744,0.10568208303354995,4.501839682533802,6.73677902485196e-06,0.0004248849104423993,CFLAR
CA2,417.80351423443386,0.6029324728429443,0.13417844894156272,4.4935120177572845,7.005806582727619e-06,0.0004384930468507812,CA2
TSKU,831.188454770003,0.44911520561194396,0.0999549849739285,4.493174659864016,7.016918756035404e-06,0.0004384930468507812,TSKU
F2RL1,5609.086431543332,-0.3583436783476893,0.07986294071060439,-4.486983263566548,7.223874692300698e-06,0.00044936458873612973,F2RL1
ARSD,420.59789727255026,0.6409484070789845,0.14291445599023306,4.4848395681035065,7.296881554777495e-06,0.000451842806457881,ARSD
TCF7,595.1440878516793,0.5621453134856765,0.12548975569738993,4.479611187077708,7.477912947407334e-06,0.00046095750263588285,TCF7
ZNF37BP,332.12094666516356,0.7525743413106409,0.16810671478080477,4.47676550155612,7.578240885957419e-06,0.00046503772788017075,ZNF37BP
DEPP1,345.42556001369803,-0.8061654974484206,0.18035463015000416,-4.46989077451418,7.825955235537016e-06,0.0004780851487610797,DEPP1
KRCC1,105.30317005908773,1.1692850222496909,0.261696144917696,4.468101823270778,7.891674186185145e-06,0.0004799476671357153,KRCC1
NOL3,1306.1340926283904,-0.40276536943750446,0.09040882821861727,-4.454934074176683,8.391897770946278e-06,0.0005081014370382273,NOL3
SLC37A2,131.94855099583594,0.9958139595176096,0.22408689596537873,4.443874128505319,8.8353307460652e-06,0.0005325827909453373,SLC37A2
TMEM200A,678.0764147334679,0.6545712113656644,0.14769260400226067,4.431983685219913,9.337008422955869e-06,0.0005603439019644397,TMEM200A
RRS1,523.2496236126414,0.6447906741219647,0.14583581932715473,4.421346395534696,9.808778106047232e-06,0.0005860744918363221,RRS1
INTS13,1096.6713859116433,-0.4586385161845121,0.10390498763449496,-4.414018293307132,1.0146937905938346e-05,0.0006036320309720442,INTS13
CCNE1,423.79789979944076,0.5564869504503175,0.12614574030813622,4.4114604987135255,1.0267568767599641e-05,0.0006081525622652605,CCNE1
RREB1,3563.5589096460367,-0.4325749853512916,0.09851898319761222,-4.39077801365063,1.1294580310126618e-05,0.0006660868725751295,RREB1
TCF7L1,579.1843347269929,-0.7064816659725891,0.16115701587389877,-4.383809554561329,1.1662173504167752e-05,0.0006848008174451607,TCF7L1
AMOT,288.1461053398007,-0.6745408792575067,0.15406979434983187,-4.378151357338025,1.1969021938363637e-05,0.0006968119054116573,AMOT
XPC,1622.920351977488,0.404898978823855,0.09246934788273718,4.378737258289288,1.1936893946909675e-05,0.0006968119054116573,XPC
CERT1,1179.6719782615821,-0.40620446282727596,0.09282167518320958,-4.376181123918714,1.2077666539617716e-05,0.000700144899017924,CERT1
NFE2L2,2847.3296148337945,0.45044675934643125,0.10299091192263055,4.373655412283548,1.2218318990384573e-05,0.00070529728646614,NFE2L2
VPS9D1-AS1,523.3628928421509,0.8315345508110639,0.19021013707530637,4.371662644256704,1.2330394558073053e-05,0.0007087635656735409,VPS9D1-AS1
KLHL42,852.2849354063584,0.6322502233583243,0.1447280415490307,4.368539894489843,1.2507997066703173e-05,0.0007159514455449467,KLHL42
SERPINB1,2889.0008103253986,-0.5567786286764114,0.1275808188437252,-4.36412490312054,1.2763264166670873e-05,0.0007275060575002398,SERPINB1
RHOBTB2,280.5572203562397,0.6615109351810666,0.15191637681236753,4.354441233140395,1.3340676179901716e-05,0.0007572501316616712,RHOBTB2
CASTOR3P,145.0085224585346,0.8435354417546765,0.1937637227902336,4.3534229710681105,1.3402820220727089e-05,0.0007576208293235068,CASTOR3P
INPP5D,122.63260422486525,0.9827266114151892,0.22585899588015618,4.351062518389293,1.3547941286415343e-05,0.0007626595212596538,INPP5D
KIAA1958,951.1640375616566,-0.4967306715252486,0.11419202356003752,-4.3499594458459505,1.3616271136763792e-05,0.0007633516942227701,KIAA1958
CHKA,759.5580217174721,0.4857023945814757,0.11170113839874565,4.348231374756785,1.3723977837565704e-05,0.0007662366806604819,CHKA
PLOD1,10271.87898780874,-0.7333205103425356,0.16869082267716948,-4.347127476791794,1.3793206116912173e-05,0.000766958558900794,PLOD1
SESTD1,449.11986426315065,-0.7637052655814411,0.17599508357444255,-4.339355680117101,1.4290107622215446e-05,0.0007913582769814675,SESTD1
LETM1,1506.4360640716002,0.37150996915364687,0.08590097231450886,4.324863376324066,1.5262642496050033e-05,0.0008322842100761867,LETM1
TRIM22,25.30266789593932,2.0553045428212777,0.47517721586264683,4.32534320714438,1.5229456152972392e-05,0.0008322842100761867,TRIM22
REV3L,1014.0429170494009,0.6456626286376699,0.14929629057689753,4.324706435389368,1.5273511893051948e-05,0.0008322842100761867,REV3L
TMEM145,154.5411315861875,-1.1071187393584387,0.2558780595179813,-4.3267435334002835,1.513299886667104e-05,0.0008322842100761867,TMEM145
NDOR1,534.0488470985599,0.49890014132006716,0.11538740885265462,4.323696547836895,1.534363130529477e-05,0.0008327740608447435,NDOR1
PNO1,497.19191982154354,0.5264130367640815,0.12196424749112639,4.316125812217068,1.5879149743219582e-05,0.0008550263120627683,PNO1
PI4K2A,940.4320443443239,0.5558534858510034,0.12876657728698537,4.316752821752484,1.5834129971038626e-05,0.0008550263120627683,PI4K2A
