,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol
PPP3CA-DT,203.8697850044699,-0.1705304770829968,0.1828487610914439,-0.932631296296907,0.3510103688002659,0.6410749786151135,PPP3CA-DT
RBBP8NL,35.3954405109586,-0.42155682018724727,0.4515691792419982,-0.9335376273794205,0.35054245223110925,0.6410749786151135,RBBP8NL
RPL15P22,39.319595741447365,-0.4029736460248606,0.43213051136982067,-0.9325276401970899,0.351063909124944,0.6410749786151135,RPL15P22
PPM1F,1037.4275839291847,0.09597477626840367,0.1029229642577577,0.9324913731404669,0.3510826429638456,0.6410749786151135,PPM1F
TBC1D9,459.94261743490506,0.16160668540800968,0.17320769992647772,0.9330225242677297,0.35080833882881457,0.6410749786151135,TBC1D9
PRSS30P,175.14645867889178,-0.15952369611031925,0.1709811999060912,-0.9329896865733495,0.35082529336679447,0.6410749786151135,PRSS30P
BSPRY,925.7625139117068,-0.11874580686642894,0.1273760228576667,-0.9322461496471641,0.3512093303981575,0.6410749786151135,BSPRY
HOXC10,43.37889372646188,-0.3334544054975897,0.35754076852548944,-0.9326332403232428,0.35100936472355193,0.6410749786151135,HOXC10
DPYSL5,199.1334476205126,-0.20040800285534333,0.21483026829068358,-0.9328666972764486,0.35088879899125447,0.6410749786151135,DPYSL5
PON2,914.0362762299989,0.09797503692805393,0.10504240117041441,0.9327189386037089,0.3509651039388332,0.6410749786151135,PON2
MTM1,204.39565775317587,0.18684396156258498,0.20016637470169532,0.9334433010591089,0.3505911321541473,0.6410749786151135,MTM1
TBC1D24,523.1015707376346,0.1319940268578041,0.1415970008621401,0.9321809505436803,0.35124301845285233,0.6410749786151135,TBC1D24
ZKSCAN5,474.7984516736896,-0.10953343742988615,0.11733232390157097,-0.9335316457361976,0.35054553910997677,0.6410749786151135,ZKSCAN5
MMP11,215.07332499226445,-0.16965138769626784,0.18197881722176998,-0.9322589864375302,0.35120269793323966,0.6410749786151135,MMP11
NOTUM,346.9199247996703,-0.18658840192619733,0.19984652870420588,-0.9336584584982609,0.3504800999751905,0.6410749786151135,NOTUM
CASP2,1638.7723140237113,0.0903382361815384,0.09676354669701401,0.9335978192738787,0.3505113906413465,0.6410749786151135,CASP2
KHDRBS3,238.36171422969832,-0.15621653776218902,0.16763753777467802,-0.9318708675628486,0.35140326482246453,0.641195643808791,KHDRBS3
C10orf95,47.93318754274734,0.3312070772693168,0.35540276767181345,0.9319203658401459,0.35137768172715167,0.641195643808791,C10orf95
ACVR1B,1006.4220112475408,-0.09968983673147591,0.1070257640254263,-0.9314564361137607,0.3516175092707995,0.6413014668057931,ACVR1B
ENSG00000240731,55.491642246305055,-0.31325499363981435,0.3363268607642784,-0.9314004624191035,0.35164645176814546,0.6413014668057931,ENSG00000240731
TRAF2,448.8246277864661,-0.16122825878958455,0.17310416502641351,-0.9313944512252673,0.35164956008509685,0.6413014668057931,TRAF2
BTBD10,565.7950011973554,0.10366348078527869,0.11128481347217252,0.9315150697646666,0.3515871929995692,0.6413014668057931,BTBD10
PMAIP1,1551.0892065466621,0.35316035855630457,0.379383304881866,0.9308800730339811,0.35191560339668315,0.6413104084392254,PMAIP1
DHTKD1,1026.6189607808653,0.09053940956604126,0.09724082623656906,0.931084330215125,0.3518099435850498,0.6413104084392254,DHTKD1
TMEM106A,58.69475534355027,-0.3020300613931481,0.3244644771121661,-0.9308570974588922,0.35192748964567266,0.6413104084392254,TMEM106A
ZNF169,93.77518187472178,0.21581919038057684,0.2318211666337082,0.9309727559157034,0.35186765715371937,0.6413104084392254,ZNF169
ZNF30,49.622003085203396,0.3509503943144361,0.37702593146302676,0.9308388761287424,0.35193691650089176,0.6413104084392254,ZNF30
GCSHP5,60.801063448147396,-0.2839739936825926,0.30500654082572226,-0.9310423078593993,0.35183167960850403,0.6413104084392254,GCSHP5
GNPAT,1185.984925778215,-0.08770378072106061,0.09426359866796627,-0.9304098502539465,0.3521589204176927,0.6413722706007335,GNPAT
AURKA,1381.2548655358485,-0.418637915998683,0.4499502518579041,-0.93040933807698,0.352159185501981,0.6413722706007335,AURKA
SEMA6B,2614.1506695082203,-0.07143271699367547,0.07676704427741475,-0.9305127957712882,0.3521056421026628,0.6413722706007335,SEMA6B
NUMB,1455.7168109200222,-0.07874275906008164,0.08461631755295546,-0.9305859831444689,0.35206776789011596,0.6413722706007335,NUMB
RPL13AP20,66.51621328693163,0.25592466324029345,0.27521682511958134,0.9299019532294021,0.35242185160811623,0.6417648555617387,RPL13AP20
ZNF365,84.10261094062889,0.23883371799303726,0.25687105369843843,0.9297805827254609,0.352484701809465,0.6417935168070491,ZNF365
ZNF106,2167.741333571259,-0.07949160489517258,0.08552342313106163,-0.9294717398455217,0.35264466422989893,0.6419989657629177,ZNF106
EIF2S3B,197.80279544979308,0.20759518311064118,0.22341427718824158,0.9291938980950991,0.352788609133321,0.6421752033970112,EIF2S3B
ELP3,1025.2625716940672,0.0954176899693837,0.10269935012857255,0.9290973102549069,0.3528386582934906,0.6421804999241446,ELP3
EPHX4,67.92474091800341,0.2767908098090921,0.2980098081734573,0.9287976510088062,0.3529939620500201,0.6423773370301127,EPHX4
ENSG00000237493,84.6531030578509,-0.2549163644368707,0.2745071610825927,-0.9286328394186131,0.35307939702736246,0.6424469915458473,ENSG00000237493
RYK,1433.4054883212395,0.10003243060674444,0.10774377255866222,0.9284288848553242,0.3531851410302681,0.642553575888801,RYK
RBM27,1123.134529930778,-0.08850752920523366,0.09536518349201631,-0.928090587825936,0.35336058151593575,0.6427869144066755,RBM27
ATP8B1,867.7574937894645,-0.11265079888826533,0.12139895287491427,-0.9279388019461521,0.353439315419084,0.6428442982582352,ATP8B1
PDZD7,226.3421848286002,0.14825121696006016,0.1599539520798403,0.9268368491830775,0.3540112494618274,0.6434575875063812,PDZD7
GIGYF2,2697.075994534545,-0.07395409160608339,0.07976822729585382,-0.9271121361616037,0.3538683156164195,0.6434575875063812,GIGYF2
NCAPG2,2099.5022836606086,-0.12706495303760007,0.13712736769056116,-0.9266199386568279,0.35412389891764295,0.6434575875063812,NCAPG2
SLX4IP,114.08619371229558,-0.19396756194542633,0.20934132242848605,-0.9265612717799104,0.3541543706322283,0.6434575875063812,SLX4IP
ARHGAP12,3534.0800600327602,0.08845651675930045,0.09541382872169211,0.9270827713801832,0.3538835605900139,0.6434575875063812,ARHGAP12
CHID1,952.26157376617,-0.09308182441942467,0.10044883933533112,-0.9266590339454999,0.3541035936519943,0.6434575875063812,CHID1
DCP1B,429.39937159664083,0.12178888552043163,0.13139044025517124,0.9269234906581286,0.35396625974943097,0.6434575875063812,DCP1B
DBNDD1,1494.2141932665284,-0.08618732158385067,0.09300944492472361,-0.926651284217486,0.35410761863827844,0.6434575875063812,DBNDD1
POU6F1,158.38445691150613,-0.18668770210145447,0.2016269124774158,-0.9259066649764095,0.354494487306414,0.6437016015187121,POU6F1
NRG1,59.863174289359215,-0.40182112871770975,0.43399815274718767,-0.9258590760679536,0.35451922130655034,0.6437016015187121,NRG1
RPL41P2,37.99491376583744,-0.34919601569228886,0.37704178062004856,-0.9261467392765675,0.35436972699598934,0.6437016015187121,RPL41P2
HERC1,1279.3563833793444,-0.0847679673845004,0.09154861101132854,-0.9259339540827214,0.35448030447718193,0.6437016015187121,HERC1
GMDS-DT,41.40107558717529,0.34955260313922304,0.3775485477865543,0.925848093413516,0.3545249296186521,0.6437016015187121,GMDS-DT
ZBTB46-AS2,38.31124838627445,0.3374817204282238,0.36455918710735497,0.9257254579318627,0.35458867421783746,0.6437315443589552,ZBTB46-AS2
RNF43,2558.7989141889484,-0.13068222017534423,0.14118946390381426,-0.9255805395250446,0.3546640105699914,0.6437825204523642,RNF43
RPL5P34,262.0987926362723,-0.15286189724273105,0.1651741443221734,-0.9254589928104776,0.35472720485685905,0.6438114457454024,RPL5P34
C19orf53,843.5265093639565,0.1011130104538338,0.10926894078960735,0.9253591159863309,0.3547791379051708,0.6438199274919597,C19orf53
RPL14P1,525.5746705326801,-0.10745436369556827,0.1161716758567505,-0.924961811070614,0.3549857724481975,0.6440233290800099,RPL14P1
CPNE1,2522.3876232626485,0.07498244619335609,0.08106328864981392,0.924986482071724,0.35497293908125904,0.6440233290800099,CPNE1
UQCR10,814.0937999080742,-0.09412597110335383,0.10179158150202067,-0.9246930808466252,0.3551255795650792,0.6441911811471469,UQCR10
APBB1,205.38472042458218,-0.16433478386487127,0.17774777862965943,-0.9245391707947339,0.3552056670429211,0.6442506726302375,APBB1
HNRNPR,3087.157840582145,-0.07555755358720555,0.08173941349481065,-0.9243711247328981,0.3552931232437855,0.6443235114417052,HNRNPR
NOMO2,787.8541121123717,-0.09194435354527229,0.09954334184421865,-0.9236615110748596,0.35566257724550643,0.6444698755261237,NOMO2
ENSG00000253144,30.450820493534838,-0.36637536588647923,0.3965276051906867,-0.9239592933518272,0.35550751006859316,0.6444698755261237,ENSG00000253144
TEDC2,291.3798176444089,0.16323284446112316,0.1767084059566018,0.9237412537194856,0.35562104786949955,0.6444698755261237,TEDC2
VCF1,962.3585944052785,0.08947768086092459,0.09689087257042009,0.923489266709745,0.3557522912689165,0.6444698755261237,VCF1
MT-ND4L,41860.90728522421,0.07612599880253898,0.08241896441513157,0.9236466308785939,0.35567032707967194,0.6444698755261237,MT-ND4L
TKFC,1909.4412088757583,-0.092577119727151,0.10024215032801435,-0.9235348545917892,0.355728545287306,0.6444698755261237,TKFC
GK5,427.8966073160578,0.12622104505607926,0.13661995947768435,0.9238843690090272,0.35554652216311433,0.6444698755261237,GK5
LINC02361,57.86920388626249,-0.26007686679912684,0.2815364147246635,-0.9237770078640674,0.35560242837028866,0.6444698755261237,LINC02361
USP19,2444.1342796033846,-0.07377257533950828,0.07991348434223736,-0.9231555343472444,0.35592615744161915,0.644699114855362,USP19
GTF2F1,2235.6287186126524,-0.07924921822244,0.08586656014716118,-0.9229345869523577,0.35604129495655723,0.6448016021660331,GTF2F1
ENSG00000229447,23.812045287024187,0.41259201628302056,0.44710976236404115,0.9227980487419644,0.35611245788621837,0.6448016021660331,ENSG00000229447
GTF2H5,312.42363359382375,-0.12563856647953742,0.13615305472690545,-0.9227744961840342,0.35612473425069613,0.6448016021660331,GTF2H5
ZNF81,173.52150177558414,0.199540204809383,0.21632993360460592,0.9223883236338891,0.3563260580810972,0.6450803839519983,ZNF81
CMTR1,914.9212690005315,0.09253067732727839,0.10033972528185513,0.9221739153397017,0.35643786679833667,0.6451970581176908,CMTR1
CDC42P6,34.60938014294965,0.35843245310497834,0.3889496390178279,0.9215394929021883,0.356768832182768,0.645673386697591,CDC42P6
ENSG00000249631,24.45573125787787,-0.40315412076832796,0.43750347925708405,-0.9214878049722391,0.3567958052601824,0.645673386697591,ENSG00000249631
ACTG1P20,24.43359189079143,-0.45036585332342055,0.4888623198275808,-0.9212529480330213,0.3569183803133317,0.6458094162582703,ACTG1P20
SRGAP2C,50.76706078870763,-0.28211464429879013,0.3065122588266947,-0.9204024836680375,0.3573624712321971,0.6462857919745604,SRGAP2C
KDM4B,4069.174940616754,-0.26366386518791546,0.2864934038832183,-0.920313911643813,0.3574087412919995,0.6462857919745604,KDM4B
DNMT3B,908.2278078699828,-0.16111033429562063,0.17500619305457432,-0.9205979027575306,0.35726039756566275,0.6462857919745604,DNMT3B
RTTN,1801.7312740886334,-0.29079137812973455,0.31596587253551867,-0.9203252737272941,0.3574028055242907,0.6462857919745604,RTTN
RALGPS2,1481.4530900356574,-0.10952508766709791,0.11901090683968531,-0.920294539177276,0.3574188619787373,0.6462857919745604,RALGPS2
SLC25A46,599.0374094591351,0.11485639556704405,0.12486058049506872,0.9198771550768196,0.3576369582475247,0.646387726503733,SLC25A46
RAMAC,198.29175565446144,0.18865576202930417,0.20509466427149697,0.9198472456580753,0.35765259007177774,0.646387726503733,RAMAC
SMU1P1,30.222433176085133,0.3870305460958606,0.42070562812152235,0.9199557130337829,0.35759590285540754,0.646387726503733,SMU1P1
RPL5P1,32.147584583185015,-0.3725754858908962,0.40505108569500187,-0.919823447088451,0.3576650284361109,0.646387726503733,RPL5P1
RRN3P3,51.937535582131495,0.2845864277077616,0.3094277616937048,0.9197184704760492,0.357719897896973,0.6464011366295879,RRN3P3
SLC15A1,168.0456480986421,-0.1706910017880681,0.18576961581239673,-0.9188316455390849,0.3581836373744812,0.646553026626813,SLC15A1
THAP10,43.621323614961106,-0.29945844785656556,0.3257722654144279,-0.9192263419834484,0.3579771955863823,0.646553026626813,THAP10
TMA16,496.80267176190927,-0.10634995026365153,0.11569626630668661,-0.9192167877028983,0.3579821919670503,0.646553026626813,TMA16
RFC1,1739.9188360396963,-0.07755437533911587,0.08439104642730723,-0.9189881939184114,0.3581017474449958,0.646553026626813,RFC1
ZFTA,732.8358620028627,0.15491885476705802,0.16852727336254264,0.9192509418566949,0.35796433136274153,0.646553026626813,ZFTA
PHF8,1188.3900823795784,-0.08480957698289589,0.09228522308104121,-0.9189941157580503,0.3580986499818807,0.646553026626813,PHF8
STXBP1,1391.402093329985,-0.10752399851088067,0.11702138295798516,-0.9188406066734455,0.3581789495174468,0.646553026626813,STXBP1
HOXC8,67.23966030977253,-0.2676538020074903,0.2912932002681874,-0.9188467213140136,0.358175750774842,0.646553026626813,HOXC8
TAF7,1107.0716743206406,-0.08749511042047287,0.09527042231213617,-0.9183869274118581,0.3584163321910693,0.6468873467725141,TAF7
MRPS31,335.4968799831086,0.13126179984739472,0.14296792415006676,0.9181206248026328,0.3585557181738128,0.646916822716105,MRPS31
DEPDC1B,704.820687676236,-0.17880787709681378,0.19477879333200032,-0.9180048507233325,0.3586163263468073,0.646916822716105,DEPDC1B
SOCS2,221.2718591826675,0.15246261201149272,0.16608257129945936,0.917992844273775,0.3586226121377101,0.646916822716105,SOCS2
LINC02323,35.18639397704723,0.35154778318559887,0.38291831199510507,0.9180751407629019,0.3585795284741763,0.646916822716105,LINC02323
ARHGEF35,97.53016485657717,0.22959420473268172,0.25016095190866805,0.9177859413347007,0.3587309438541416,0.6470265653548221,ARHGEF35
FAM168B,4326.153481072935,-0.06838946612296372,0.07452678645420802,-0.9176494704355019,0.3588024095211447,0.647069794136425,FAM168B
PIAS3,1385.2007104433649,-0.08725381441354847,0.09509587158318446,-0.9175352511199585,0.35886222958961256,0.6470920124022888,PIAS3
TDRD3,362.129810626677,-0.12762020330496604,0.13912278398257516,-0.9173206548321389,0.35897463703265553,0.6472090365664196,TDRD3
PPFIA3,556.3228374984513,-0.10365854650307452,0.11301491338242242,-0.917211219304415,0.35903196885512745,0.6472267449667065,PPFIA3
FKBP2,1143.7023538174801,0.10127050140019804,0.11042643823040317,0.9170856456394855,0.3590977623243574,0.6472597004690025,FKBP2
FOSL2,2520.302447572993,0.4216775948609847,0.45994416325922277,0.9168017088703196,0.35924655700342145,0.6473565933938639,FOSL2
LRAT,298.7192486666626,-0.1435788326832459,0.1565961777310051,-0.9168731623186875,0.35920910877620305,0.6473565933938639,LRAT
TAF6L,333.44908103019816,0.14166571906677225,0.1545668375150148,0.9165337231733857,0.35938702819217816,0.647524068914435,TAF6L
ACOX3,302.33467807743835,0.15572209415641056,0.16994996413903793,0.916282006561723,0.3595190029739782,0.6476761937998552,ACOX3
STAU2,734.704353611612,-0.0932917879392919,0.10184636213286177,-0.9160051079447474,0.3596642158205643,0.6478521237767483,STAU2
TNK1,605.374765241048,0.12385150009991984,0.13527992068715552,0.915520200417143,0.3599186026946102,0.6481622439404597,TNK1
LRRC37B,143.07168497210594,-0.1817929419474408,0.19857326782572463,-0.9154955444807865,0.3599315404396666,0.6481622439404597,LRRC37B
CDC34,1306.5296982977852,-0.10080947913005282,0.11022257429623522,-0.9145992077731403,0.3604020747708446,0.6482035560103508,CDC34
RPS27P4,34.417674798454236,0.3671656758940894,0.40147339647771274,0.9145454695513606,0.3604302970548636,0.6482035560103508,RPS27P4
FAAHP1,28.44377048976095,-0.4150324701285295,0.4536531366074392,-0.9148674100046409,0.3602612408366248,0.6482035560103508,FAAHP1
SEL1L,2688.9393969441794,0.16379085364922966,0.17906703525499867,0.9146901517411336,0.36035431590209144,0.6482035560103508,SEL1L
PALS2,378.197176304012,0.12525263086433533,0.13686207496689742,0.9151741334816819,0.3601002216135568,0.6482035560103508,PALS2
GTF2E1,358.833944100081,-0.1255296100698985,0.13719604220988615,-0.9149652427863769,0.3602098770996274,0.6482035560103508,GTF2E1
HERC6,150.00861269979984,-0.1685939001159246,0.18424920351081073,-0.9150319073484213,0.36017487979810414,0.6482035560103508,HERC6
MCTP2,355.3643647234094,-0.13388124858696282,0.1463618871944382,-0.9147275370199678,0.3603346843214804,0.6482035560103508,MCTP2
PPP1R12A,1569.5611969511936,-0.08131597916214742,0.08890376988807118,-0.914651642607769,0.36037453833777944,0.6482035560103508,PPP1R12A
ZNF17,73.66921424310134,0.25177482468638596,0.2751407635909526,0.9150764190677888,0.3601515133979972,0.6482035560103508,ZNF17
CAMSAP2,1384.2077282478815,0.08765426497671382,0.09585529217575252,0.9144436680240673,0.36048376506833146,0.648214140908907,CAMSAP2
MAP3K10,431.25574892577447,0.14108215981915728,0.15433896466564642,0.9141059104859999,0.36066119712326317,0.6484476030632459,MAP3K10
IL17RB,181.9747793188335,0.1665859475145301,0.18230096604173565,0.9137962959362059,0.36082389313049346,0.6485689267867413,IL17RB
RPRD2,1670.1056743436063,0.0809752214672136,0.08861189945397034,0.9138188207925321,0.3608120552340841,0.6485689267867413,RPRD2
COPS7A,1308.7292774663404,-0.08229804359322061,0.090074197513751,-0.9136694621193461,0.3608905549562146,0.6485725484764127,COPS7A
LYPD3,129.65884181367508,-0.1870107368937138,0.20469398351456272,-0.9136113025051815,0.36092112530277354,0.6485725484764127,LYPD3
C1orf35,445.6890473115183,0.14275091442218044,0.15629070237336548,0.9133679243513819,0.36104906940052883,0.6487168916438149,C1orf35
RAD1,474.1248643894972,0.11887310878239599,0.13022583082639755,0.912822809638007,0.361335739858638,0.6488902248067395,RAD1
MT-ND6,4616.338582917373,-0.11291415947124625,0.12368405692151739,-0.912924125240288,0.3612824481859914,0.6488902248067395,MT-ND6
ULBP3,166.65657686574067,-0.1717592254733492,0.18816285132598548,-0.9128221870733795,0.36133606734081525,0.6488902248067395,ULBP3
SLC9A6,440.87716225480796,0.1284375141763635,0.14068094308611295,0.9129702386039944,0.36125819434097917,0.6488902248067395,SLC9A6
NCKAP5L,419.75543055707095,0.16052332052768517,0.1759436653093286,0.9123563513665994,0.36158115895353027,0.6492447777018509,NCKAP5L
RANGAP1,3310.660787358675,0.08818143253070988,0.09667047561684816,0.9121857730401114,0.3616709319287408,0.6493203882004791,RANGAP1
PRF1,234.7710304016442,-0.24311292104570714,0.26657580154417865,-0.9119842072590257,0.36177703117245585,0.6494252860274564,PRF1
FAM114A1,1549.9475191537351,-0.08109478863432117,0.08893446701101872,-0.9118488181221547,0.36184830761769404,0.6494676541074896,FAM114A1
ZNF706,2069.045219960142,0.07870133348067762,0.08634690133751416,0.9114552145079134,0.36205557264396393,0.649497375049871,ZNF706
ATP5PF,771.7811336364866,0.10683878406665237,0.1172112443271734,0.9115062695557754,0.3620286837188441,0.649497375049871,ATP5PF
PDCD6IP-DT,40.889905742536136,0.35487550252862754,0.3893015708809121,0.9115696649402538,0.36199529730743263,0.649497375049871,PDCD6IP-DT
NAA35,795.9793576176982,0.09857681972820591,0.10815298892020273,0.9114571932999254,0.36205453045944924,0.649497375049871,NAA35
FBXL16,1884.7303487688969,0.08696133588255325,0.09544434954154789,0.9111208395285686,0.3622317072955493,0.6497277878192586,FBXL16
LZTS3,269.2975915733664,-0.13399140051378222,0.14710941148574,-0.9108282003206207,0.3623859013397982,0.6499187906729951,LZTS3
TAB1,654.2645748667723,-0.10475473188242845,0.11502957926614571,-0.9106764760049745,0.3624658623303526,0.6499766279487158,TAB1
WDR97,49.01414700632978,0.28601739633890927,0.31412978463165847,0.9105070908009784,0.36255514392716937,0.650051161584605,WDR97
ZNG1C,82.53388910242758,0.2706119635193854,0.29734943084612564,0.9100806507325162,0.3627799780769023,0.6503069839717525,ZNG1C
TRIM52-AS1,108.35394201513382,-0.2135412853883406,0.234669810336108,-0.9099648782367622,0.3628410324575564,0.6503069839717525,TRIM52-AS1
GTSF1,1291.4334422651532,-0.09127439804072322,0.10029988990910883,-0.9100149374384712,0.36281463218932597,0.6503069839717525,GTSF1
TP53I11,1426.9245806887723,0.07965195821571626,0.08756956948233421,0.9095849013142036,0.36304146424809525,0.6505806192385953,TP53I11
PHRF1,2481.2563610852953,-0.08540762485921295,0.09391263066633988,-0.9094370400788349,0.36311947742751793,0.6506140564473424,PHRF1
CDCA5,1718.9092336908368,-0.1484980050646729,0.16334540579756723,-0.9091042649139786,0.36329509156159345,0.6506140564473424,CDCA5
ZNF776,412.21382789522903,-0.12040168791489685,0.1324673338192511,-0.9089160658972907,0.3633944326145363,0.6506140564473424,ZNF776
DEAF1,584.0155839087203,-0.10862923291146141,0.11950717093890799,-0.9089766920094915,0.3633624292006167,0.6506140564473424,DEAF1
LIMS2,82.70011753275489,-0.2592165319574548,0.28509500675116983,-0.9092285933429143,0.36322947398906713,0.6506140564473424,LIMS2
LRRC37A3,94.16697137569395,0.21347597002782817,0.23482015440820986,0.9091041208359097,0.36329516760685643,0.6506140564473424,LRRC37A3
RPL23P8,43.16951577628958,0.294998606068462,0.3245004751181218,0.9090852824208631,0.36330511072032323,0.6506140564473424,RPL23P8
TSEN54,1083.858832664907,0.09142901947328194,0.1006697152187962,0.9082077889519161,0.3637684496847725,0.6511333815109354,TSEN54
ZNF26,103.8471783920577,0.19926612219365877,0.21943305695790666,0.9080952749607072,0.3638278866667577,0.6511333815109354,ZNF26
RPL7L1,3323.5673801478756,0.06980846127858782,0.07686677223108525,0.908174745112518,0.36378590489361395,0.6511333815109354,RPL7L1
PFDN1,639.0930617975426,0.10221709842247619,0.11267140907858726,0.9072141660284084,0.36429355393401297,0.6517955194698002,PFDN1
PTCD2,181.2827597282533,0.16554661161731657,0.1824777610141253,0.9072152721366517,0.36429296912084774,0.6517955194698002,PTCD2
CHML,338.2337327625402,-0.1585041623962081,0.17476120505496923,-0.906975677733238,0.36441965936116916,0.6519355245538027,CHML
SH2B3,631.0346715204477,0.11106098581633085,0.12247239463264314,0.9068246452554398,0.36449953489485365,0.6519484280748551,SH2B3
BNIP1,182.63114334813386,-0.15249309331224714,0.16818647416963442,-0.9066905889140717,0.3645704415381521,0.6519484280748551,BNIP1
ST3GAL6,221.55064636850636,-0.16865174513893547,0.18599016912650285,-0.9067777395493711,0.3645243438275749,0.6519484280748551,ST3GAL6
SCAF11,2673.6289540896623,-0.07719628496385395,0.0851885061854642,-0.9061819301748247,0.3648395656451402,0.6523440612657494,SCAF11
LEO1,520.605638408255,0.12156669919525362,0.13421027540406422,0.9057927854574112,0.3650455403560332,0.6525410571145834,LEO1
TMC8,301.46029406460656,-0.17017838689365083,0.1878594340777588,-0.9058815051215932,0.36499857455316675,0.6525410571145834,TMC8
RAP1BL,40.821481888107094,0.34611325021372835,0.3821493139222329,0.9057016134906947,0.36509380827420634,0.6525417147887055,RAP1BL
CALD1,2332.3026434481258,0.09296630463590942,0.10266767059695295,0.905507099706892,0.3651968003498892,0.6525796183578282,CALD1
RAD50,1888.1977529742715,-0.08087887540494947,0.08932148666603977,-0.9054806231264821,0.3652108206973561,0.6525796183578282,RAD50
YIPF3,1745.2624932250135,0.08293420970082557,0.0916374880591063,0.9050249134648136,0.36545218882252795,0.6529113990814616,YIPF3
SLC10A7,160.08078374062677,0.19320723860564978,0.21350066937826892,0.9049491000111838,0.36549235332857855,0.6529113990814616,SLC10A7
CHST4,33.07385734454661,0.38895645133349394,0.43031350017916625,0.9038908869267341,0.36605326187410414,0.6533137149889848,CHST4
BLM,601.6576448238351,0.10796677053509456,0.11944224923202597,0.9039244591364033,0.36603545859360154,0.6533137149889848,BLM
CDC20,3854.084431257572,-0.34202085814176864,0.3782471670408196,-0.9042258288873277,0.36587566696696905,0.6533137149889848,CDC20
LEMD3,1056.4101843539263,0.09278261607962597,0.10262150976475805,0.9041244500525667,0.3659294149770761,0.6533137149889848,LEMD3
CENPBD1P,165.86481652166697,0.1638646571794186,0.18118752864131782,0.9043925837953676,0.36578726924544525,0.6533137149889848,CENPBD1P
KCTD20,1266.9408822003402,-0.08601313042326088,0.095125186784936,-0.9042098452613171,0.3658841406777614,0.6533137149889848,KCTD20
ENSG00000185641,324.8440441574996,-0.12592165729126037,0.13928354387473496,-0.9040670117103594,0.36595986924557944,0.6533137149889848,ENSG00000185641
EP300,3419.7756923848897,-0.07050409405384597,0.07801325003368463,-0.9037451205199585,0.36613056779446707,0.6533660892145696,EP300
CNOT4,659.9566301530091,-0.10479493192288729,0.11603525238851724,-0.903130124386731,0.36645683766282955,0.6536542788037548,CNOT4
KAZALD1,118.93341975967036,-0.18588746346842777,0.2058145287775286,-0.9031795013332581,0.366430635342079,0.6536542788037548,KAZALD1
GPR155,220.41957714203224,-0.15258657068403167,0.16896260149187536,-0.9030789614787558,0.3664839889527328,0.6536542788037548,GPR155
REXO4,485.0136512046993,0.11076761635639379,0.12264948573403632,0.903123365691005,0.36646042431641934,0.6536542788037548,REXO4
KRI1,1177.367492791174,0.08385318012300126,0.09287521174179797,0.9028585620469021,0.36660096554563293,0.653662456547424,KRI1
GAREM1,571.9811782000423,0.14014150051959678,0.15522999318592223,0.9027991153213951,0.36663252077214026,0.653662456547424,GAREM1
CHRNB4,63.13665843058799,-0.24614623330928648,0.27260974324144865,-0.9029252967355477,0.36656554377514605,0.653662456547424,CHRNB4
ZBTB8B,44.436135117967474,-0.3552492317408722,0.3935647707323423,-0.9026448964927098,0.3667143903687756,0.653722865741145,ZBTB8B
ABAT,166.9116408762315,0.16151581175904953,0.17899859281282218,0.9023300642812633,0.3668815595992243,0.6537642232073555,ABAT
SDHA,2903.9440490587076,-0.085701065474663,0.09496278179683756,-0.9024700398732106,0.3668072296627283,0.6537642232073555,SDHA
MT-ND5,156227.4243157348,0.09577704837765902,0.10613374307275349,0.9024184543458995,0.36683462155295454,0.6537642232073555,MT-ND5
IRF2,177.85491797645622,-0.18441801684881204,0.20442172209148934,-0.9021449137693665,0.3669798927760347,0.6538539209113159,IRF2
ABHD10,3339.866939455326,-0.07102691315370525,0.07875448541099087,-0.9018776871316188,0.36712184543047843,0.6540213025107111,ABHD10
VAMP1,328.4416243862667,-0.15473044881959777,0.17160270044118933,-0.9016784026229592,0.3672277290245324,0.654084790947307,VAMP1
ASAP3,384.44852525059997,0.1562468989945181,0.1732938332029054,0.9016298855341986,0.36725350994318073,0.654084790947307,ASAP3
DGCR6L,404.01289763561476,0.13033873223164055,0.1446151426326519,0.901279975657349,0.36743947778718367,0.6542279839916771,DGCR6L
NMD3,1876.6879191400983,0.08057424485008677,0.08940489791012109,0.9012285314736135,0.3674668239560628,0.6542279839916771,NMD3
OCIAD2,696.4416837855906,-0.10187550254971865,0.11304333089732241,-0.9012075435237527,0.3674779808782437,0.6542279839916771,OCIAD2
RPL26,3016.6998158025167,-0.08665620386992025,0.09616633467397866,-0.9011074838580521,0.3675311742011984,0.6542371862201655,RPL26
CARMIL1,889.5994279854655,-0.0934611164980426,0.10377115360986165,-0.9006464055456038,0.36777635279877274,0.6545880917399636,CARMIL1
ANKRD36B,169.57926055741402,0.16735773067113072,0.18611865967937996,0.8991990967452268,0.3685466213816184,0.655359694959116,ANKRD36B
ARG2,144.7200623028858,-0.16600167307678693,0.18456980395317993,-0.8993977862104507,0.3684408179521781,0.655359694959116,ARG2
HMGB1P6,364.2537953145406,-0.14548818825606596,0.16177929140877498,-0.8993004419116563,0.3684926520607339,0.655359694959116,HMGB1P6
